name,website,hq_country,hq_city,founded,category,subsector,modality,company_type,status,description,notes
Quobly,https://www.quobly.io,France,Grenoble,2022,Quantum Computing Hardware,Silicon spin qubits,spin/silicon,startup,active,Silicon spin-qubit quantum processors using FD-SOI semiconductor manufacturing with STMicroelectronics.,Formerly Siquance; CEA/CNRS-rooted (Grenoble); PROQCIMA-selected; raised EUR 115M Series A.
Rigetti Computing,https://www.rigetti.com,United States,"Berkeley, CA",2013,Quantum Computing Hardware,Full-stack superconducting,superconducting,public-company,active,"Public full-stack company building superconducting tunable-transmon QPUs in its own Fab-1 (Ankaa, modular chips).",NASDAQ: RGTI. Operates an in-house superconducting QPU foundry (Fab-1).
Rotonium,https://www.rotonium.com,Italy,Trieste,2022,Quantum Computing Hardware,Single-photon qudit photonic computers,photonic,startup,active,Builds miniaturized room-temperature photonic quantum computers using single-photon qudit (OAM) tech for edge and space.,Founded 2022 in Friuli Venezia Giulia; raised ~EUR 1M seed (2024); incubated at Le Village by CA Triveneto in Padua.
SaxonQ,https://www.saxonq.com,Germany,Leipzig,2021,Quantum Computing Hardware,Quantum computers,NV-center/diamond,startup,active,"Mobile, room-temperature diamond NV-center quantum computers for on-site deployment.",University of Leipzig spin-off.
SDT Inc.,https://sdt.inc/en/,South Korea,Seoul,2018,Quantum Computing Hardware,Superconducting + photonic hardware,superconducting,startup,active,Builds superconducting quantum computers (Kreo) and quantum-AI hybrid data centers; also photonic hardware.,"Opened Korea's first commercial quantum-AI data center (Gangnam, Seoul) integrated with NVIDIA via NVQLink; raised $14.1M pre-IPO."
SEEQC,https://seeqc.com,United States,"Elmsford, NY",2019,Quantum Computing Hardware,Digital superconducting / SFQ,superconducting,startup,active,Digital full-stack quantum computers using Single Flux Quantum (SFQ) control chips; operates a superconductor foundry.,"Spun out of Hypres in 2019. Multilayer superconductive chip foundry in Elmsford, NY."
SemiQon,https://www.semiqon.com,Finland,Espoo,2023,Quantum Computing Hardware,Silicon CMOS quantum processors,spin/silicon,startup,active,Develops scalable silicon (CMOS) quantum processors and cryo-CMOS chips aimed at the million-qubit era.,"VTT spin-off (2023), based at Micronova, Espoo. Founders: Majumdar, Lehtinen, Prunnila, Kainlauri."
Silicofeller,https://www.silicofeller.com,India,New Delhi,2021,Quantum Computing Hardware,Superconducting quantum processors,superconducting,startup,active,"Builds indigenous superconducting quantum processors; developed Kohinoor, an early Indian 4-qubit superconducting chip.",Founded by Manan Narang. HQ in South Delhi (some listings show Noida). Homepage intermittently returned errors during checks but silicofeller.com is the canonical domain.
Silicon Quantum Computing (SQC),https://www.sqc.com.au,Australia,Sydney,2017,Quantum Computing Hardware,full-stack quantum computing,spin/silicon,national-lab-or-spinout,active,"UNSW spinout building atomically precise phosphorus-in-silicon quantum processors, led by Michelle Simmons.","Backed by Australian/NSW governments, NRFC, Telstra, CBA, UNSW. 100+ staff in Sydney."
SmartLight Quantum (香港智光量子),https://www.hkstp.org/en/directory/electronics/hongkong-smart-light-quantum-technologies-co-limited,Hong Kong,Hong Kong,2024,Quantum Computing Hardware,Optical quantum computing,photonic,startup,active,"Develops core hardware, algorithms and system integration for optical (photonic) quantum computers.","Founded July 2024; based at Hong Kong Science Park, Shatin. No standalone domain confirmed; HKSTP directory used as reference."
SpinQ Technology (量旋科技),https://www.spinquanta.com,China,Shenzhen,2018,Quantum Computing Hardware,Desktop NMR & superconducting quantum computers,superconducting,startup,active,"Builds compact NMR education quantum computers plus industrial-grade superconducting systems up to ~20 qubits, plus a chip foundry.","Founded 2018 (Tsinghua-linked founders); HQ Shenzhen, lab ties to SUSTech. Raised ~CNY 600M Series C+ round (closed ~early 2026)."
Sygaldry Technologies,https://sygaldry.com,United States,"Ann Arbor, MI",2024,Quantum Computing Hardware,Quantum-accelerated AI,multi-modal,startup,active,Building quantum-accelerated AI servers combining multiple qubit modalities for fault-tolerant compute.,"Founded 2024 by Chad Rigetti (ex-Rigetti), Idalia Friedson, Michael Keiser; YC Spring 2025; raised $139M."
Taiyi Quantum (太一量子),,China,Shanghai,2026,Quantum Computing Hardware,Ytterbium neutral-atom quantum computers,neutral-atom,startup,active,Builds ytterbium neutral-atom quantum computers; founded by former Microsoft chief quantum architect Liu Hongbin.,"Founded Jan 2026; ~300M yuan angel round, valuation ~CNY 1.5B. No standalone website confirmed."
Tokyo Quantum Computing,,Japan,Tokyo,2020,Quantum Computing Hardware,Superconducting hardware + software,superconducting,startup,uncertain,Reportedly develops integrated superconducting quantum hardware and software.,"Only appears in aggregator directory listings; no canonical website, funding, or primary sources confirmed. Founded year unverified."
TreQ,https://treq.tech/,United Kingdom,"Milton Park, Oxfordshire",,Quantum Computing Hardware,Quantum systems engineering / integration,,startup,active,"Designs, builds and operates bespoke open-architecture, multi-vendor quantum computing systems.","QED-C member; Innovate UK Open-Architecture Quantum testbed lead (with Rigetti, Oxford Ionics, Q-CTRL)."
TuringQ (图灵量子),https://www.turingq.com,China,Shanghai,2021,Quantum Computing Hardware,Integrated photonic quantum chips,photonic,startup,active,"Develops lithium-niobate/silicon photonic quantum chips, photonic processors and supporting software; SJTU spinout.",Founded Feb 2021 by Jin Xianmin (SJTU). Raised >1B yuan; among most-funded Chinese quantum computing firms; valuation near CNY 7B.
Universal Quantum,https://universalquantum.com/,United Kingdom,Brighton,2018,Quantum Computing Hardware,Modular trapped-ion (QCCD) computers,trapped-ion,national-lab-or-spinout,active,Modular microwave-driven trapped-ion quantum computers with electric-field interconnects; U. Sussex spinout.,Brighton/Haywards Heath (Sussex); founded by Winfried Hensinger; holds large DLR contract in Germany.
Xanadu Quantum Technologies,https://www.xanadu.ai,Canada,Toronto,2016,Quantum Computing Hardware,Photonic quantum computing,photonic,public-company,active,Photonic quantum computers using squeezed light; maker of PennyLane open-source QML framework.,Went public March 2026 via SPAC (Crane Harbor) on Nasdaq/TSX as XNDU; first pure-play photonic quantum company to list. A Canadian quantum unicorn.
XeedQ,https://xeedq.com,Germany,Leipzig,2021,Quantum Computing Hardware,Diamond NV,NV-center/diamond,startup,active,Compact room-temperature diamond NV-center quantum computers for on-premise use.,Backed by DLR Quantum Computing Initiative; offices in Leipzig and Ulm.
Yaqumo,https://yaqumo.com/,Japan,Kyoto,2022,Quantum Computing Hardware,Cold-atom quantum computer,neutral-atom,startup,active,Spinoff from Kyoto University / IMS cold-atom groups developing neutral-atom quantum computers.,"Quantonation's first Japanese investment (Apr 2026, $4.4M seed extension). Some sources describe it as Tokyo-based; ties to Kyoto/IMS."
ZuriQ,https://zuriq.com,Switzerland,Zurich,2023,Quantum Computing Hardware,Quantum computers,trapped-ion,startup,active,Scalable 2D trapped-ion (Penning micro-trap) quantum processors for improved qubit connectivity.,"ETH Zurich spinout; raised $4.2M seed (2025). Site is zuriq.com, not .ch."
01 Communique (IronCAP),https://www.ironcap.ca,Canada,Toronto,1992,Quantum Security & Post-Quantum Cryptography,PQC encryption,,public-company,active,IronCAP code-based post-quantum cryptography for email/digital-asset encryption and signing.,TSXV: ONE; renamed 01 Quantum Inc. in Sept 2025.
2pi Software,https://2pisoftware.com,Australia,,,Quantum Security & Post-Quantum Cryptography,Quantum random number generation,,startup,active,Software firm delivering ANU-sourced quantum random numbers as a cloud QRNG API on the AWS Marketplace.,Built the AWS-hosted ANU Quantum Numbers (AQN) QRNG service in 2022. 2pi is a software consultancy; QRNG-as-a-service is the relevant offering.
Aires Applied Quantum Technology,https://www.airesaqt.com,Singapore,Singapore,,Quantum Security & Post-Quantum Cryptography,PQC software & quantum cryptography,,startup,uncertain,Singapore firm advancing post-quantum cryptography; filed Southeast Asia's first international PQC/quantum patents.,Company well-documented (Jan 2026 patent news) but listed website airesaqt.com does not resolve (NXDOMAIN).
American Binary,https://www.ambit.inc,United States,Kirkland,2019,Quantum Security & Post-Quantum Cryptography,Quantum-safe VPN,,startup,active,Post-quantum enterprise VPN and verified network protocol meeting NSA CNSA 2.0.,"HQ Kirkland, WA (was listed as Seattle); corporate entity Ambit Inc."
Arishti CyberTech,https://arishti.in,India,Pune,2020,Quantum Security & Post-Quantum Cryptography,Quantum-safe messaging,,startup,active,Develops quantum-safe enterprise messaging platform (MessageMe); IIT Bombay backed.,Website corrected to arishti.in (not arishti.com); founder Kanak Kawadiwale.
Arqit Quantum,https://arqitgroup.com/,United Kingdom,London,2017,Quantum Security & Post-Quantum Cryptography,Symmetric key agreement / quantum-safe encryption,,public-company,active,"Symmetric key agreement (SKA-Platform) and quantum-safe encryption for telecom, government and defence.",NASDAQ-listed (ARQQ) via SPAC in 2021.
Axion Technologies,https://axiontechnologies.io,United States,Rochester,2016,Quantum Security & Post-Quantum Cryptography,Quantum random number generation,,startup,active,Develops high-speed quantum random number generators using a patented light-scrambling technique for encryption.,"Founded by physicist Carol Scarlett; Luminate, Duality and Argonne CRI accelerator alum."
BTQ Technologies,https://www.btq.com/,Canada,Vancouver,2021,Quantum Security & Post-Quantum Cryptography,Post-quantum cryptography,,public-company,active,Post-quantum cryptography and quantum-safe networking; designs PQC hardware accelerators and quantum-safe blockchain.,"Vancouver, BC; listed on Nasdaq and Cboe Canada under 'BTQ'."
Cavero Quantum,https://caveroquantum.com/,United Kingdom,Leeds,2024,Quantum Security & Post-Quantum Cryptography,Quantum-safe cryptographic protocols,,national-lab-or-spinout,active,Quantum-safe authentication and key-exchange (Symmetrikey) for secure communications; Leeds spinout.,University of Leeds spinout (Ben Varcoe); raised ~2.2M GBP from Foresight.
Chelpis Quantum Corp,https://www.chelpis.com,Taiwan,Taipei,2017,Quantum Security & Post-Quantum Cryptography,Post-quantum cryptography,,startup,active,"Post-quantum cryptography, quantum-safe migration and quantum-secure chip/security solutions.","Runs Asia's first Quantum Safe Migration Center (QSMC, est. 2023); achieved NIST CAVP validation for FIPS 203/204/205 in 2026."
ComScire,https://comscire.com,United States,Gainesville,1994,Quantum Security & Post-Quantum Cryptography,Quantum random number generation,,startup,active,"PureQuantum CMOS-based quantum random number generators for cryptography, lotteries and gaming.","Operated by The Quantum World Corporation; Florida-based, among earliest commercial QRNG vendors (since 1994). Exact city (Gainesville) not independently confirmed."
Crypta Labs,https://cryptalabs.com/,United Kingdom,London,2014,Quantum Security & Post-Quantum Cryptography,Quantum random number generation (QRNG),,startup,active,Photonic QRNG entropy hardware for OEMs and data-centre appliances using quantum properties of light.,Founded by Jose Coello; developed space-compliant QRNG for UK Space Agency.
Crypto Quantique,https://www.cryptoquantique.com/,United Kingdom,London,2016,Quantum Security & Post-Quantum Cryptography,Quantum-driven IoT security / QRNG,,startup,active,"Quantum-driven IoT device security (QDID hardware root-of-trust, QuarkLink) using on-chip tunneling.",cryptoquantique.com works; cryptoquantique.io is an alternate domain.
Crypto4A Technologies,https://crypto4a.com/,Canada,Ottawa,2017,Quantum Security & Post-Quantum Cryptography,Quantum-safe HSMs,,startup,active,"Quantum-safe, crypto-agile hardware security modules (QxHSM) and PQC migration solutions.","Founded 2017 by Bruno Couillard (ex-Chrysalis-ITS/Luna HSM); Ottawa, ON."
CryptoNext Security,https://cryptonext-security.com,France,Paris,2019,Quantum Security & Post-Quantum Cryptography,Post-quantum cryptography,,startup,active,Post-quantum cryptography software and toolkits to help organizations migrate to quantum-resistant security.,"Sorbonne/Inria spinout (Faugere, Perret)."
Cryptosasun,https://criptosasun.com,Spain,Madrid,2019,Quantum Security & Post-Quantum Cryptography,Post-quantum cryptography / quantum-safe security,,startup,uncertain,Reported provider of AI- and quantum-enabled cybersecurity and post-quantum cryptography for finance/insurance.,"Listed in startup databases (Madrid, 2019, domain criptosasun.com) but live homepage and activity could not be independently confirmed."
